name,price,quantity,product_id
Microwave,408.49,6,4873
Fridge,540.9,96,4874
Laptop,158.08,49,4875
Oven,788.58,53,4876
Camera,913.63,43,4877
Fan,814.24,59,4878
Table,823.68,17,4879
TV,831.11,59,4880
Monitor,183.89,19,4881
Washer,995.85,64,4882
Mirror,660.61,63,4883
Microwave,426.72,10,4884
Heater,889.14,42,4885
Monitor,586.53,93,4886
Computer,993.69,3,4887
Fridge,754.55,95,4888
Heater,373.84,91,4889
Microwave,745.14,73,4890
Laptop,732.81,22,4891
Chair,319.86,91,4892
Speaker,885.33,28,4893
Washer,149.36,40,4894
Washer,371.62,45,4895
Camera,639.91,8,4896
Speaker,484.35,63,4897
Table,681.37,68,4898
Fan,997.38,36,4899
Fridge,87.22,25,4900
Lamp,761.38,18,4901
Microwave,819.25,42,4902
Fan,289.38,26,4903
Mirror,262.6,91,4904
Bed,446.94,87,4905
Camera,399.92,17,4906
Fridge,512.74,12,4907
TV,219.47,88,4908
Heater,498.86,53,4909
Computer,814.62,1,4910
Oven,884.05,51,4911
Mirror,670.09,87,4912
Chair,295.25,78,4913
Speaker,874.51,49,4914
Printer,427.02,3,4915
Fridge,239.49,36,4916
Chair,143.25,66,4917
Laptop,962.05,1,4918
Washer,97.1,46,4919
Fridge,534.46,22,4920
Monitor,210.16,11,4921
Dryer,869.6,71,4922
Oven,202.58,95,4923
Fan,739.11,53,4924
Phone,173.46,98,4925
Dryer,938.73,44,4926
Bed,666.69,70,4927
Fridge,420.97,80,4928
Table,962.86,35,4929
Printer,528.81,10,4930
Washer,390.23,29,4931
Fan,170.85,42,4932
Camera,723.88,87,4933
Speaker,600.37,4,4934
Lamp,230.66,3,4935
Fridge,257.46,89,4936
Microwave,228.18,71,4937
Washer,500.88,6,4938
Lamp,56.82,56,4939
Oven,296.36,46,4940
Computer,739.26,67,4941
Camera,625.02,79,4942
Speaker,820.41,7,4943
Speaker,747.38,69,4944
Lamp,31.06,14,4945
Microwave,573.87,19,4946
Speaker,444.03,35,4947
Oven,367.69,53,4948
Chair,992.46,44,4949
Phone,660.39,44,4950
Phone,258.56,87,4951
Monitor,537.54,96,4952
Printer,104.28,30,4953
Oven,747.82,61,4954
TV,354.18,6,4955
Chair,177.19,97,4956
Microwave,170.8,28,4957
Monitor,25.08,39,4958
Washer,780.1,39,4959
Fridge,731.41,22,4960
Laptop,490.18,62,4961
Lamp,312.91,28,4962
Chair,397.7,27,4963
Mirror,885.25,28,4964
Washer,130.09,29,4965
Printer,39.27,23,4966
Bed,223.57,90,4967
Heater,525.48,98,4968
Fridge,17.61,71,4969
Speaker,113.22,93,4970
Table,700.89,79,4971
Fridge,453.58,9,4972
Lamp,949.15,40,4973
Mirror,911.66,55,4974
Phone,283.69,54,4975
Oven,383.94,79,4976
Bed,918.99,11,4977
Speaker,583.47,36,4978
Bed,376.02,20,4979
Fan,802.4,34,4980
Washer,925.26,16,4981
Laptop,676.76,81,4982
Computer,238.59,54,4983
Phone,821.07,71,4984
Mirror,426.32,45,4985
Laptop,701.07,17,4986
Fridge,491.49,18,4987
Lamp,941.46,59,4988
Speaker,77.69,94,4989
Heater,164.24,25,4990
Heater,202.62,32,4991
Washer,228.79,15,4992
Computer,243.07,75,4993
Phone,161.32,29,4994
Fridge,695.99,8,4995
Mirror,225.97,57,4996
Monitor,243.1,91,4997
Chair,205.41,63,4998
Microwave,404.7,40,4999
Monitor,959.01,30,5000
Phone,373.11,13,5001
Camera,304.65,77,5002
Fridge,77.91,66,5003
TV,359.0,18,5004
Computer,239.87,34,5005
Mirror,765.3,93,5006
Chair,120.51,30,5007
Mirror,152.24,58,5008
Chair,285.73,89,5009
Dryer,295.15,91,5010
Fridge,847.84,34,5011
Chair,793.37,73,5012
Table,582.85,42,5013
Chair,295.7,57,5014
Chair,325.69,86,5015
Bed,596.3,19,5016
Laptop,742.47,56,5017
Camera,390.26,73,5018
Heater,514.47,52,5019
Fan,889.15,18,5020
TV,653.29,20,5021
Computer,540.19,67,5022
Camera,80.51,40,5023
Oven,184.26,60,5024
Heater,208.98,20,5025
TV,626.92,38,5026
Lamp,117.03,53,5027
Laptop,38.7,14,5028
Printer,366.75,28,5029
Speaker,721.67,81,5030
Printer,696.32,18,5031
Oven,794.74,79,5032
Mirror,699.29,24,5033
Table,617.15,27,5034
Fridge,491.3,93,5035
Fan,216.41,24,5036
Monitor,572.86,2,5037
Computer,640.26,61,5038
Bed,132.51,88,5039
Mirror,569.5,78,5040
Bed,106.77,76,5041
Dryer,551.61,15,5042
Monitor,167.33,2,5043
Oven,127.82,50,5044
Speaker,121.97,18,5045
Computer,911.92,43,5046
TV,602.11,10,5047
Bed,257.66,17,5048
Printer,80.73,12,5049
Camera,540.82,76,5050
Laptop,153.35,39,5051
Microwave,780.62,7,5052
Speaker,501.15,70,5053
Washer,729.18,57,5054
Table,401.77,29,5055
Computer,705.3,74,5056
Printer,687.77,47,5057
Dryer,565.8,43,5058
Lamp,847.28,58,5059
Phone,586.65,40,5060
TV,582.33,37,5061
Camera,314.9,10,5062
TV,932.19,5,5063
Computer,521.97,88,5064
Camera,397.8,97,5065
Laptop,546.23,14,5066
Lamp,153.79,33,5067
Mirror,272.47,68,5068
Chair,313.62,48,5069
Fan,520.01,94,5070
Mirror,698.56,82,5071
Phone,294.33,25,5072
Fridge,144.41,73,5073
TV,563.63,5,5074
Dryer,856.1,8,5075
Fan,424.05,95,5076
Washer,481.02,20,5077
Fan,296.32,76,5078
TV,810.75,5,5079
Camera,129.46,68,5080
Dryer,179.38,54,5081
Table,999.96,67,5082
Chair,685.39,10,5083
Laptop,552.57,82,5084
Bed,797.16,29,5085
Mirror,996.91,97,5086
Table,198.97,95,5087
Camera,793.48,36,5088
Camera,348.74,69,5089
Camera,733.92,21,5090
Microwave,710.58,48,5091
Lamp,998.35,95,5092
Chair,120.75,30,5093
Lamp,12.1,37,5094
TV,750.31,60,5095
Dryer,573.09,37,5096
Table,693.97,89,5097
Phone,755.99,10,5098
Chair,498.57,79,5099
Laptop,362.97,52,5100
Heater,772.67,5,5101
Mirror,386.33,80,5102
Oven,625.97,10,5103
Printer,894.47,96,5104
Computer,166.81,54,5105
Washer,18.82,92,5106
Lamp,264.19,20,5107
Bed,799.5,38,5108
Oven,571.16,84,5109
Chair,946.7,18,5110
Chair,552.4,11,5111
Computer,273.12,60,5112
Phone,768.23,15,5113
Oven,660.97,61,5114
Laptop,822.48,49,5115
Fan,671.32,28,5116
Washer,457.43,83,5117
Computer,284.31,6,5118
Phone,65.04,46,5119
TV,314.86,5,5120
Microwave,55.8,41,5121
Heater,435.73,99,5122
Computer,233.54,70,5123
Laptop,706.61,10,5124
Washer,227.98,34,5125
Oven,90.62,85,5126
Chair,840.41,41,5127
Mirror,69.43,88,5128
Computer,753.45,44,5129
Fan,930.13,53,5130
Microwave,116.06,80,5131
Computer,564.07,8,5132
Oven,457.21,46,5133
Camera,800.72,39,5134
Laptop,627.25,49,5135
Phone,285.49,25,5136
Dryer,11.45,88,5137
TV,488.04,70,5138
Heater,895.17,77,5139
Fridge,906.31,85,5140
Camera,134.04,13,5141
Printer,862.07,93,5142
Fridge,44.09,36,5143
Lamp,101.43,86,5144
Lamp,966.56,6,5145
Bed,393.1,39,5146
Heater,80.08,53,5147
Phone,475.75,82,5148
Fan,55.68,56,5149
Camera,26.21,66,5150
Oven,566.13,52,5151
Chair,219.09,13,5152
Dryer,625.69,9,5153
Speaker,341.35,68,5154
Camera,141.15,62,5155
Fan,984.56,37,5156
Microwave,257.44,14,5157
Speaker,71.36,88,5158
Fan,286.05,72,5159
Microwave,259.18,40,5160
Fan,306.65,54,5161
Speaker,362.12,95,5162
Laptop,807.11,37,5163
Oven,69.19,47,5164
Heater,360.99,73,5165
Oven,112.71,75,5166
Lamp,982.37,6,5167
TV,152.53,40,5168
Speaker,484.24,3,5169
Monitor,485.24,20,5170
Printer,783.37,58,5171
Washer,279.42,4,5172
Heater,740.4,56,5173
TV,36.08,89,5174
Mirror,927.88,75,5175
Heater,107.97,87,5176
Washer,486.02,2,5177
Heater,181.7,20,5178
Chair,374.93,29,5179
Camera,645.6,30,5180
Lamp,151.05,98,5181
Printer,296.22,23,5182
Microwave,682.39,8,5183
TV,846.1,9,5184
Bed,596.97,42,5185
Fan,527.75,94,5186
TV,118.51,84,5187
Heater,155.08,23,5188
Chair,958.61,73,5189
Bed,12.6,50,5190
Table,489.57,72,5191
Fridge,758.78,65,5192
TV,217.86,29,5193
Camera,464.97,70,5194
Laptop,498.13,20,5195
Laptop,267.79,8,5196
Microwave,879.96,61,5197
Phone,925.9,60,5198
Heater,751.84,39,5199
Camera,18.55,90,5200
Mirror,632.64,6,5201
TV,239.79,36,5202
Microwave,274.51,89,5203
Washer,191.97,11,5204
Mirror,576.69,61,5205
Camera,452.25,74,5206
Washer,201.63,37,5207
Laptop,933.31,59,5208
Computer,246.83,22,5209
Computer,780.95,17,5210
Oven,34.44,46,5211
Computer,191.65,81,5212
Washer,820.68,7,5213
Speaker,541.06,54,5214
Laptop,649.65,42,5215
Dryer,434.61,26,5216
Fridge,441.28,35,5217
Mirror,134.15,68,5218
Computer,179.28,23,5219
Bed,919.81,94,5220
TV,463.06,53,5221
TV,477.73,25,5222
Laptop,669.67,50,5223
Microwave,23.99,34,5224
Microwave,537.37,89,5225
Camera,886.48,39,5226
Table,423.13,76,5227
Phone,418.48,63,5228
Washer,458.78,36,5229
Fridge,856.55,89,5230
Computer,613.9,58,5231
Mirror,749.88,8,5232
Dryer,720.97,12,5233
Microwave,60.35,1,5234
Microwave,976.93,37,5235
Table,709.15,6,5236
Bed,584.32,10,5237
Printer,54.72,70,5238
Bed,918.9,43,5239
Washer,474.86,15,5240
TV,912.08,87,5241
Camera,424.22,39,5242
Printer,581.53,34,5243
Camera,894.78,36,5244
Speaker,466.22,9,5245
Table,187.74,96,5246
Fan,430.81,3,5247
Phone,387.81,56,5248
Fan,733.55,37,5249
Microwave,842.33,61,5250
Mirror,21.22,21,5251
Camera,499.87,20,5252
Oven,274.59,31,5253
Mirror,172.79,74,5254
Computer,669.05,21,5255
Mirror,837.19,34,5256
Phone,548.96,99,5257
Computer,201.86,91,5258
Fridge,753.77,83,5259
Microwave,526.12,51,5260
Printer,806.59,36,5261
Speaker,965.08,63,5262
Monitor,425.16,75,5263
Heater,325.81,76,5264
Fridge,289.26,70,5265
Fan,694.08,59,5266
Fridge,972.16,93,5267
Oven,292.96,76,5268
Heater,467.66,55,5269
Mirror,580.57,81,5270
Oven,954.38,36,5271
Monitor,254.67,85,5272
Printer,962.02,99,5273
Phone,528.79,77,5274
Oven,731.1,4,5275
Camera,783.53,62,5276
Camera,172.96,39,5277
Microwave,975.0,72,5278
Monitor,976.36,12,5279
Heater,867.51,86,5280
Chair,844.92,86,5281
Bed,333.0,79,5282
Microwave,853.55,12,5283
Washer,889.44,2,5284
Bed,273.86,13,5285
Phone,178.95,43,5286
Dryer,759.41,24,5287
Oven,581.96,70,5288
Computer,116.78,49,5289
Fridge,405.51,38,5290
Printer,338.68,13,5291
Dryer,664.08,52,5292
Fridge,426.2,83,5293
Laptop,652.19,25,5294
Bed,801.39,21,5295
Laptop,710.0,17,5296
Mirror,621.36,16,5297
Lamp,907.4,15,5298
Fridge,255.3,37,5299
Laptop,512.48,88,5300
Camera,758.55,36,5301
Heater,231.79,21,5302
Oven,219.58,55,5303
Oven,687.43,11,5304
Laptop,782.83,72,5305
Speaker,887.5,62,5306
Camera,453.83,40,5307
Monitor,719.13,22,5308
Heater,179.24,66,5309
Chair,321.61,11,5310
Computer,635.8,94,5311
Fan,156.4,28,5312
Microwave,956.13,53,5313
Mirror,136.58,33,5314
Oven,779.0,8,5315
Computer,325.43,39,5316
Heater,735.58,47,5317
Fan,410.71,55,5318
Computer,750.15,23,5319
Oven,901.33,21,5320
Table,600.18,69,5321
Bed,172.29,87,5322
Fridge,951.56,33,5323
Computer,537.16,65,5324
Printer,247.03,84,5325
Fridge,414.34,17,5326
Table,723.88,44,5327
Chair,935.95,74,5328
Fridge,907.52,68,5329
Fridge,148.89,81,5330
Dryer,873.07,80,5331
Printer,594.27,82,5332
Lamp,415.58,77,5333
Phone,469.72,35,5334
Washer,796.67,44,5335
Camera,846.33,57,5336
Fridge,661.32,25,5337
Microwave,67.88,65,5338
Lamp,810.38,49,5339
Speaker,35.49,33,5340
Mirror,393.89,9,5341
Microwave,449.73,16,5342
Washer,511.05,35,5343
Heater,263.39,25,5344
Mirror,424.88,85,5345
Laptop,789.43,45,5346
Washer,278.55,88,5347
Table,815.12,48,5348
Oven,22.45,83,5349
Lamp,151.37,6,5350
TV,926.05,54,5351
Heater,475.7,67,5352
Table,60.29,53,5353
Speaker,614.34,22,5354
Table,461.45,92,5355
Lamp,97.7,76,5356
Speaker,354.48,77,5357
Microwave,618.28,63,5358
Speaker,631.43,47,5359
Table,888.03,14,5360
Chair,497.58,27,5361
Oven,113.69,44,5362
Bed,122.42,98,5363
Microwave,422.64,42,5364
Computer,193.47,13,5365
Fan,921.74,39,5366
Lamp,219.96,19,5367
Oven,382.61,42,5368
Heater,517.26,28,5369
Bed,337.1,6,5370
Fridge,667.95,61,5371
Microwave,609.2,11,5372
Speaker,939.97,96,5373
Fan,833.64,66,5374
Heater,606.93,27,5375
Camera,452.24,22,5376
Fan,618.63,24,5377
Microwave,626.84,54,5378
Bed,276.88,86,5379
Computer,186.24,80,5380
Laptop,523.82,49,5381
Mirror,314.19,37,5382
Lamp,391.38,2,5383
Washer,11.65,56,5384
Washer,684.86,87,5385
TV,67.44,72,5386
TV,738.12,62,5387
Fridge,215.88,47,5388
Microwave,173.12,74,5389
Chair,604.55,73,5390
TV,983.64,13,5391
Fridge,427.85,61,5392
Phone,870.63,92,5393
Camera,71.22,4,5394
Computer,513.58,22,5395
Washer,684.95,78,5396
Dryer,381.64,54,5397
Speaker,138.17,39,5398
Bed,25.25,59,5399
TV,392.87,53,5400
Laptop,745.31,66,5401
Oven,990.65,53,5402
Speaker,468.44,81,5403
Computer,301.97,75,5404
Phone,353.2,14,5405
Computer,101.01,9,5406
Bed,455.61,70,5407
TV,630.86,55,5408
Printer,627.34,84,5409
TV,22.64,51,5410
Printer,637.39,35,5411
Lamp,669.03,96,5412
Dryer,507.0,39,5413
Bed,945.43,83,5414
Bed,265.46,71,5415
Lamp,853.4,15,5416
Speaker,182.48,32,5417
Microwave,269.34,45,5418
Laptop,212.85,33,5419
Speaker,886.47,32,5420
Fridge,795.59,82,5421
Chair,455.98,65,5422
Laptop,384.24,21,5423
Laptop,22.77,11,5424
Computer,704.92,83,5425
Lamp,965.29,36,5426
Camera,780.73,96,5427
Microwave,240.75,55,5428
Fan,271.86,30,5429
Heater,428.57,97,5430
Table,413.65,45,5431
Laptop,240.01,15,5432
Camera,793.7,81,5433
Printer,788.22,33,5434
Chair,709.41,93,5435
Lamp,14.91,55,5436
Oven,918.2,79,5437
Bed,344.18,40,5438
Lamp,38.53,52,5439
Fan,641.04,58,5440
Laptop,740.22,25,5441
Phone,674.25,17,5442
Heater,397.01,22,5443
Fridge,862.55,12,5444
Computer,362.94,38,5445
Phone,542.88,35,5446
Phone,922.54,34,5447
Camera,730.62,23,5448
Camera,103.72,17,5449
Heater,779.37,37,5450
Bed,902.67,65,5451
Speaker,827.13,27,5452
Fridge,482.0,78,5453
Microwave,826.9,90,5454
Computer,84.87,79,5455
Printer,261.68,32,5456
TV,868.2,33,5457
Mirror,50.97,26,5458
Phone,404.07,8,5459
Microwave,861.87,64,5460
Washer,451.4,77,5461
Monitor,93.77,17,5462
Heater,464.52,41,5463
Oven,734.89,6,5464
Dryer,323.23,42,5465
Lamp,907.47,46,5466
Table,941.39,86,5467
Oven,176.09,27,5468
Computer,102.45,74,5469
Computer,306.36,55,5470
Laptop,474.35,73,5471
Laptop,165.44,70,5472
Phone,249.15,93,5473
Speaker,933.97,19,5474
Mirror,717.73,29,5475
TV,601.97,37,5476
Fridge,710.88,44,5477
Fridge,12.7,91,5478
Monitor,154.07,5,5479
Speaker,694.83,69,5480
Fan,717.82,72,5481
Washer,854.44,57,5482
Washer,589.69,67,5483
Monitor,561.68,11,5484
Bed,403.66,94,5485
Table,818.39,59,5486
Phone,853.5,9,5487
Phone,457.08,26,5488
Heater,381.84,39,5489
TV,59.9,17,5490
Fridge,794.16,16,5491
TV,676.33,43,5492
Speaker,444.81,4,5493
Dryer,509.64,55,5494
Speaker,897.09,21,5495
Chair,878.9,31,5496
Oven,187.29,91,5497
Laptop,850.52,52,5498
Heater,514.64,19,5499
Heater,115.06,72,5500
Lamp,318.37,29,5501
Mirror,690.08,84,5502
Speaker,894.5,31,5503
Heater,117.27,66,5504
Heater,613.56,86,5505
Lamp,681.35,99,5506
Microwave,283.42,70,5507
Monitor,759.07,69,5508
Mirror,112.3,35,5509
Computer,247.28,55,5510
Printer,10.49,91,5511
Computer,507.71,50,5512
Dryer,270.8,24,5513
Fan,87.29,6,5514
Fridge,882.07,31,5515
Lamp,206.68,25,5516
Microwave,571.65,34,5517
Bed,278.75,29,5518
Camera,601.52,9,5519
Fridge,657.75,60,5520
Phone,728.34,97,5521
Phone,302.77,90,5522
Lamp,56.78,9,5523
Microwave,858.7,10,5524
Oven,969.6,27,5525
Washer,887.36,71,5526
Mirror,91.78,88,5527
Mirror,787.28,43,5528
Oven,491.14,32,5529
Dryer,635.8,29,5530
Laptop,615.6,80,5531
Printer,539.68,69,5532
Washer,678.33,96,5533
Computer,620.16,86,5534
Printer,581.07,78,5535
Phone,151.4,25,5536
Camera,866.29,63,5537
Fridge,755.96,61,5538
Dryer,964.73,97,5539
Dryer,793.83,89,5540
Fridge,586.7,69,5541
Lamp,918.0,27,5542
Bed,657.72,54,5543
Fridge,317.03,20,5544
Camera,183.75,67,5545
TV,608.26,86,5546
Monitor,738.81,70,5547
Dryer,825.92,31,5548
Camera,292.44,5,5549
Chair,902.98,27,5550
TV,582.19,95,5551
TV,725.86,16,5552
Fan,810.05,12,5553
Fan,931.97,90,5554
Heater,297.09,39,5555
TV,398.54,54,5556
Computer,900.97,74,5557
Dryer,836.13,25,5558
Monitor,405.14,90,5559
Fridge,472.66,55,5560
Mirror,719.98,68,5561
Washer,70.64,55,5562
Lamp,373.65,91,5563
Camera,214.17,35,5564
Mirror,523.61,24,5565
Monitor,774.38,96,5566
Printer,138.63,67,5567
Camera,986.87,73,5568
Washer,472.44,76,5569
Table,775.29,99,5570
Microwave,358.89,74,5571
Monitor,493.26,58,5572
Lamp,965.22,59,5573
Printer,693.36,78,5574
Mirror,35.4,42,5575
Heater,239.66,64,5576
Fridge,266.67,15,5577
Speaker,959.32,8,5578
Bed,771.87,80,5579
Phone,681.84,36,5580
Speaker,78.95,55,5581
Fridge,805.78,30,5582
Laptop,189.86,46,5583
Washer,157.29,67,5584
Fan,870.16,57,5585
Table,14.99,19,5586
Mirror,72.65,97,5587
Monitor,920.21,76,5588
Chair,259.04,33,5589
Washer,776.59,62,5590
Phone,660.6,53,5591
Speaker,121.11,7,5592
Chair,796.98,10,5593
Washer,215.32,45,5594
Fan,698.47,12,5595
TV,387.04,42,5596
Phone,549.31,97,5597
Computer,946.74,86,5598
Phone,266.59,84,5599
Camera,308.09,27,5600
Oven,299.6,90,5601
Speaker,376.32,64,5602
Microwave,580.86,40,5603
Laptop,802.25,42,5604
Dryer,894.18,63,5605
Printer,70.58,33,5606
Speaker,653.6,58,5607
Bed,596.48,6,5608
Heater,604.93,91,5609
Bed,795.4,26,5610
Computer,938.48,33,5611
Computer,750.77,82,5612
Printer,179.91,5,5613
Mirror,955.1,70,5614
Laptop,866.55,52,5615
Dryer,306.66,18,5616
Printer,131.03,51,5617
Washer,807.93,13,5618
Camera,976.59,13,5619
Mirror,136.21,2,5620
Bed,654.85,51,5621
Computer,19.74,57,5622
Monitor,45.14,1,5623
TV,787.33,88,5624
Oven,817.43,7,5625
Mirror,355.85,11,5626
Washer,453.48,74,5627
Table,781.68,49,5628
Heater,859.13,86,5629
Phone,283.34,92,5630
Computer,786.44,56,5631
Computer,208.87,81,5632
TV,452.87,92,5633
Computer,721.71,39,5634
Washer,688.94,79,5635
Speaker,507.27,44,5636
Speaker,673.17,45,5637
Heater,60.03,75,5638
Computer,295.38,30,5639
Camera,224.11,28,5640
Table,90.98,29,5641
Camera,215.61,87,5642
Table,861.43,85,5643
Printer,897.32,97,5644
Mirror,537.78,77,5645
Monitor,489.55,58,5646
Heater,468.54,30,5647
Microwave,959.45,50,5648
Bed,941.41,68,5649
Computer,224.32,48,5650
Monitor,104.04,76,5651
Mirror,63.84,23,5652
Mirror,364.09,74,5653
Microwave,423.37,56,5654
Table,255.2,93,5655
Table,921.02,18,5656
Printer,838.78,23,5657
Printer,747.02,71,5658
TV,489.06,80,5659
Speaker,887.63,20,5660
Washer,945.74,91,5661
Computer,888.8,88,5662
TV,268.75,60,5663
Oven,865.59,80,5664
Camera,356.86,85,5665
Bed,132.04,50,5666
Washer,746.19,54,5667
Printer,810.8,46,5668
Fridge,986.91,45,5669
Bed,486.15,95,5670
Chair,258.51,44,5671
Chair,74.74,98,5672
Fridge,419.05,1,5673
Chair,581.65,80,5674
Chair,501.53,96,5675
Mirror,171.16,93,5676
Microwave,377.83,8,5677
Printer,918.73,94,5678
Heater,464.7,14,5679
Table,517.1,91,5680
Camera,477.19,69,5681
Phone,390.87,98,5682
Lamp,70.02,47,5683
Computer,236.89,10,5684
Mirror,505.0,71,5685
Lamp,588.59,38,5686
Monitor,483.36,36,5687
Fridge,370.25,15,5688
Oven,805.46,19,5689
Speaker,697.82,53,5690
Lamp,945.97,32,5691
Fridge,37.46,14,5692
Laptop,746.64,70,5693
Dryer,70.76,84,5694
Fan,298.07,46,5695
Printer,917.93,45,5696
Printer,777.6,78,5697
Table,665.4,63,5698
Speaker,405.7,54,5699
Fridge,59.33,28,5700
Chair,267.65,25,5701
Fridge,486.06,34,5702
Microwave,428.55,5,5703
Heater,463.55,55,5704
Oven,40.01,45,5705
Fan,636.74,77,5706
TV,456.46,28,5707
Bed,26.62,78,5708
Table,939.82,79,5709
Printer,205.72,66,5710
Table,177.89,71,5711
Bed,757.54,24,5712
Lamp,355.18,7,5713
Heater,615.43,59,5714
Laptop,15.91,68,5715
Laptop,437.12,4,5716
Oven,34.59,52,5717
Chair,217.47,4,5718
Washer,202.77,61,5719
Washer,971.22,69,5720
Bed,309.39,60,5721
TV,840.86,31,5722
Computer,426.55,11,5723
Printer,863.51,71,5724
Fridge,666.16,32,5725
TV,17.02,48,5726
Heater,120.48,97,5727
Phone,41.03,41,5728
Fan,99.54,64,5729
Speaker,228.11,25,5730
Fan,787.73,54,5731
Phone,736.34,26,5732
Phone,252.27,91,5733
Chair,396.52,94,5734
Monitor,860.89,70,5735
Table,81.6,77,5736
Speaker,569.17,4,5737
TV,123.88,84,5738
Laptop,994.11,2,5739
Chair,447.23,6,5740
Phone,916.12,44,5741
Fridge,161.45,16,5742
Mirror,990.4,13,5743
Fan,68.71,56,5744
Mirror,68.33,54,5745
Monitor,825.0,44,5746
Printer,778.83,9,5747
Oven,255.46,54,5748
Computer,254.38,96,5749
Microwave,477.93,71,5750
Lamp,944.17,42,5751
Mirror,629.63,8,5752
Fan,834.2,49,5753
Mirror,868.43,54,5754
Heater,143.1,78,5755
Fan,583.02,9,5756
Fridge,987.07,46,5757
Heater,104.69,86,5758
Bed,449.11,7,5759
Computer,767.2,12,5760
Computer,989.68,74,5761
Computer,128.52,34,5762
Speaker,410.39,13,5763
Mirror,755.43,37,5764
Laptop,598.14,3,5765
Mirror,879.87,92,5766
Lamp,111.13,28,5767
Table,547.09,59,5768
Lamp,613.1,16,5769
Bed,816.12,42,5770
Printer,847.17,39,5771
Bed,479.42,41,5772
Oven,608.28,22,5773
Table,17.77,96,5774
Washer,692.14,9,5775
Lamp,25.29,45,5776
Computer,650.62,99,5777
Computer,510.84,73,5778
Heater,954.52,67,5779
Mirror,171.44,17,5780
Washer,389.94,41,5781
Computer,858.72,12,5782
Camera,518.95,75,5783
Printer,816.48,13,5784
Camera,512.35,19,5785
Fridge,685.58,26,5786
Speaker,882.73,69,5787
Laptop,64.27,53,5788
Fridge,882.05,2,5789
Table,187.17,6,5790
Monitor,757.74,67,5791
Camera,570.17,3,5792
Phone,339.59,45,5793
Dryer,958.92,40,5794
Camera,843.02,50,5795
Speaker,292.7,19,5796
Dryer,210.66,81,5797
Heater,365.4,18,5798
Washer,338.79,54,5799
Fridge,168.16,85,5800
Phone,938.03,79,5801
Fan,888.75,85,5802
Mirror,876.1,34,5803
Monitor,461.15,74,5804
Laptop,791.7,9,5805
Printer,366.75,89,5806
Oven,861.99,26,5807
Fan,907.38,35,5808
Phone,542.92,96,5809
Washer,481.43,19,5810
Laptop,537.37,6,5811
Washer,245.74,45,5812
Laptop,100.94,24,5813
Lamp,393.05,57,5814
Speaker,786.23,34,5815
Phone,684.93,95,5816
Dryer,842.46,35,5817
Laptop,456.95,30,5818
Computer,133.03,13,5819
Chair,527.4,43,5820
TV,49.1,72,5821
Washer,436.56,69,5822
Dryer,209.4,44,5823
Washer,845.81,65,5824
Printer,137.64,65,5825
Dryer,479.89,39,5826
Laptop,391.29,50,5827
TV,846.93,74,5828
Fridge,566.01,85,5829
Dryer,480.21,73,5830
Phone,600.23,49,5831
Phone,239.82,71,5832
Printer,526.17,56,5833
Lamp,356.54,21,5834
Laptop,117.83,58,5835
Washer,793.58,2,5836
Camera,367.19,5,5837
Oven,286.12,93,5838
Printer,10.56,66,5839
Laptop,47.62,84,5840
Washer,259.33,47,5841
Chair,336.23,95,5842
Bed,702.14,67,5843
Monitor,374.77,17,5844
Mirror,798.56,48,5845
Chair,591.29,79,5846
Heater,357.06,87,5847
Laptop,165.82,17,5848
Camera,11.36,76,5849
Computer,389.28,79,5850
Computer,412.65,21,5851
Laptop,370.25,32,5852
Microwave,804.38,75,5853
Computer,104.6,15,5854
Computer,123.75,39,5855
Dryer,241.13,12,5856
Washer,518.6,14,5857
Lamp,728.64,47,5858
Dryer,904.63,1,5859
Washer,274.42,41,5860
Camera,136.52,8,5861
Microwave,514.12,13,5862
Chair,306.6,2,5863
Fridge,984.65,19,5864
Table,49.44,45,5865
Chair,198.99,68,5866
Heater,756.02,47,5867
Bed,392.51,67,5868
Table,566.62,23,5869
Speaker,817.3,27,5870
Bed,670.19,62,5871
Fan,607.52,19,5872
Chair,685.01,35,5873
TV,73.6,74,5874
TV,106.82,52,5875
Mirror,611.47,68,5876
Mirror,374.17,77,5877
Laptop,995.76,42,5878
TV,822.45,39,5879
Microwave,927.21,30,5880
Laptop,188.66,86,5881
Washer,628.48,66,5882
Table,37.6,91,5883
Table,737.79,53,5884
Lamp,51.8,32,5885
Table,677.34,28,5886
Mirror,220.25,9,5887
Computer,595.28,18,5888
Camera,283.21,25,5889
Bed,32.18,7,5890
Fridge,688.68,7,5891
Speaker,454.17,91,5892
Computer,726.99,12,5893
Camera,65.72,61,5894
Dryer,534.9,88,5895
Fridge,63.72,77,5896
Fan,152.41,96,5897
Heater,786.57,96,5898
Microwave,236.39,81,5899
Washer,102.39,30,5900
Washer,150.39,88,5901
Computer,150.02,37,5902
Heater,845.39,90,5903
Laptop,594.04,90,5904
Chair,794.43,18,5905
Dryer,264.65,19,5906
Computer,630.08,46,5907
Bed,899.92,23,5908
Monitor,538.62,60,5909
Laptop,872.03,3,5910
Oven,225.87,47,5911
Table,967.26,91,5912
Camera,88.9,10,5913
Heater,763.5,41,5914
Chair,209.7,51,5915
Mirror,125.72,66,5916
Bed,563.44,28,5917
Fridge,323.85,45,5918
Washer,230.29,46,5919
Table,444.73,77,5920
Oven,988.54,7,5921
Laptop,636.35,81,5922
Heater,285.82,84,5923
